settlement_id,utr,amount,fees,settled_at
SET-000654,UTR-IND-00000654,2449.02,49.98,2026-08-05T22:27:00+00:00
SET-000655,UTR-IND-00000655,1273.02,25.98,2026-08-13T01:42:00+00:00
SET-000656,UTR-IND-00000656,14699.02,299.98,2026-08-19T05:02:00+00:00
SET-000657,UTR-IND-00000657,1959.02,39.98,2026-08-26T07:12:00+00:00
SET-000658,UTR-IND-00000658,24500.00,500.00,2026-08-08T10:29:00+00:00
SET-000659,UTR-IND-00000659,979.02,19.98,2026-08-15T13:53:00+00:00
SET-000660,UTR-IND-00000660,1959.02,39.98,2026-08-22T16:04:00+00:00
SET-000661,UTR-IND-00000661,4899.02,99.98,2026-08-04T19:20:00+00:00
SET-000662,UTR-IND-00000662,1959.02,39.98,2026-08-11T22:37:00+00:00
SET-000663,UTR-IND-00000663,24500.00,500.00,2026-08-19T02:00:00+00:00
SET-000664,UTR-IND-00000664,1273.02,25.98,2026-08-25T04:17:00+00:00
SET-000665,UTR-IND-00000665,489.02,9.98,2026-08-07T07:31:00+00:00
SET-000666,UTR-IND-00000666,293.02,5.98,2026-08-14T10:48:00+00:00
SET-000667,UTR-IND-00000667,293.02,5.98,2026-08-21T14:02:00+00:00
SET-000668,UTR-IND-00000668,489.02,9.98,2026-08-03T16:23:00+00:00
SET-000669,UTR-IND-00000669,783.02,15.98,2026-08-10T19:36:00+00:00
SET-000670,UTR-IND-00000670,48999.02,999.98,2026-08-17T22:56:00+00:00
SET-000671,UTR-IND-00000671,14699.02,299.98,2026-08-25T01:11:00+00:00
SET-000672,UTR-IND-00000672,14699.02,299.98,2026-08-06T04:32:00+00:00
SET-000673,UTR-IND-00000673,24500.00,500.00,2026-08-13T07:49:00+00:00
SET-000674,UTR-IND-00000674,783.02,15.98,2026-08-20T11:05:00+00:00
SET-000675,UTR-IND-00000675,979.02,19.98,2026-08-02T13:25:00+00:00
SET-000676,UTR-IND-00000676,9799.02,199.98,2026-08-09T16:37:00+00:00
SET-000677,UTR-IND-00000677,293.02,5.98,2026-08-16T19:55:00+00:00
SET-000678,UTR-IND-00000678,24500.00,500.00,2026-08-23T22:16:00+00:00
SET-000679,UTR-IND-00000679,9799.02,199.98,2026-08-06T01:28:00+00:00
SET-000680,UTR-IND-00000680,24500.00,500.00,2026-08-12T04:44:00+00:00
SET-000681,UTR-IND-00000681,2939.02,59.98,2026-08-19T08:00:00+00:00
SET-000682,UTR-IND-00000682,489.02,9.98,2026-08-26T10:16:00+00:00
SET-000683,UTR-IND-00000683,2449.02,49.98,2026-08-08T13:34:00+00:00
SET-000684,UTR-IND-00000684,979.02,19.98,2026-08-15T16:57:00+00:00
SET-000685,UTR-IND-00000685,489.02,9.98,2026-08-22T19:07:00+00:00
SET-000686,UTR-IND-00000686,9799.02,199.98,2026-08-04T22:27:00+00:00
SET-000687,UTR-IND-00000687,1959.02,39.98,2026-08-12T01:43:00+00:00
SET-000688,UTR-IND-00000688,3429.02,69.98,2026-08-18T05:03:00+00:00
SET-000689,UTR-IND-00000689,4899.02,99.98,2026-08-25T07:19:00+00:00
SET-000690,UTR-IND-00000690,1273.02,25.98,2026-08-07T10:38:00+00:00
SET-000691,UTR-IND-00000691,3429.02,69.98,2026-08-14T13:49:00+00:00
SET-000692,UTR-IND-00000692,1469.51,29.99,2026-08-21T16:14:00+00:00
SET-000693,UTR-IND-00000693,48999.02,999.98,2026-08-03T19:28:00+00:00
SET-000694,UTR-IND-00000694,9799.02,199.98,2026-08-10T22:46:00+00:00
SET-000695,UTR-IND-00000695,14699.02,299.98,2026-08-18T02:01:00+00:00
SET-000696,UTR-IND-00000696,9799.02,199.98,2026-08-24T04:22:00+00:00
SET-000697,UTR-IND-00000697,48999.02,999.98,2026-08-06T07:34:00+00:00
SET-000698,UTR-IND-00000698,3429.02,69.98,2026-08-13T10:55:00+00:00
SET-000699,UTR-IND-00000699,489.02,9.98,2026-08-20T13:11:00+00:00
SET-000700,UTR-IND-00000700,1273.02,25.98,2026-08-02T16:25:00+00:00
SET-000701,UTR-IND-00000701,2939.02,59.98,2026-08-09T19:44:00+00:00
SET-000702,UTR-IND-00000702,783.02,15.98,2026-08-16T23:01:00+00:00
SET-000703,UTR-IND-00000703,783.02,15.98,2026-08-24T01:13:00+00:00
SET-000704,UTR-IND-00000704,2939.02,59.98,2026-08-05T04:30:00+00:00
SET-000705,UTR-IND-00000705,783.02,15.98,2026-08-12T07:55:00+00:00
SET-000706,UTR-IND-00000706,1959.02,39.98,2026-08-19T10:07:00+00:00
SET-000707,UTR-IND-00000707,4899.02,99.98,2026-08-26T13:21:00+00:00
SET-000708,UTR-IND-00000708,1959.02,39.98,2026-08-08T16:39:00+00:00
SET-000709,UTR-IND-00000709,48999.02,999.98,2026-08-15T19:58:00+00:00
SET-000710,UTR-IND-00000710,9799.02,199.98,2026-08-22T22:20:00+00:00
SET-000711,UTR-IND-00000711,4899.02,99.98,2026-08-05T01:35:00+00:00
SET-000712,UTR-IND-00000712,24500.00,500.00,2026-08-11T04:50:00+00:00
SET-000713,UTR-IND-00000713,2939.02,59.98,2026-08-18T07:11:00+00:00
SET-000714,UTR-IND-00000714,48999.02,999.98,2026-08-25T10:21:00+00:00
SET-000715,UTR-IND-00000715,48999.02,999.98,2026-08-07T13:40:00+00:00
SET-000716,UTR-IND-00000716,7350.00,150.00,2026-08-14T17:00:00+00:00
SET-000717,UTR-IND-00000717,489.02,9.98,2026-08-21T19:13:00+00:00
SET-000718,UTR-IND-00000718,293.02,5.98,2026-08-03T22:36:00+00:00
SET-000719,UTR-IND-00000719,14699.02,299.98,2026-08-11T01:47:00+00:00
SET-000720,UTR-IND-00000720,1959.02,39.98,2026-08-17T04:05:00+00:00
SET-BATCH-0001,UTR-BATCH-0001,61737.06,1259.94,2026-08-17T12:20:00+00:00
SET-BATCH-0002,UTR-BATCH-0002,51938.04,1059.96,2026-08-22T12:20:00+00:00
SET-BATCH-0003,UTR-BATCH-0003,50271.06,1025.94,2026-08-22T12:20:00+00:00
SET-BATCH-0004,UTR-BATCH-0004,2349.06,47.94,2026-08-12T12:20:00+00:00
SET-BATCH-0005,UTR-BATCH-0005,25282.04,515.96,2026-08-22T12:20:00+00:00
SET-BATCH-0006,UTR-BATCH-0006,49585.06,1011.94,2026-08-17T12:20:00+00:00
SET-BATCH-0007,UTR-BATCH-0007,4701.55,95.95,2026-08-22T12:20:00+00:00
SET-BATCH-0008,UTR-BATCH-0008,6367.06,129.94,2026-08-22T12:20:00+00:00
SET-BATCH-0009,UTR-BATCH-0009,13521.06,275.94,2026-08-12T12:20:00+00:00
SET-BATCH-0010,UTR-BATCH-0010,6367.06,129.94,2026-08-22T12:20:00+00:00
SET-BATCH-0011,UTR-BATCH-0011,20087.06,409.94,2026-08-17T12:20:00+00:00
SET-BATCH-0012,UTR-BATCH-0012,55367.55,1129.95,2026-08-22T12:20:00+00:00
SET-BATCH-0013,UTR-BATCH-0013,5387.06,109.94,2026-08-22T12:20:00+00:00
SET-BATCH-0014,UTR-BATCH-0014,6171.06,125.94,2026-08-12T12:20:00+00:00
SET-BATCH-0015,UTR-BATCH-0015,15187.06,309.94,2026-08-22T12:20:00+00:00
SET-BATCH-0016,UTR-BATCH-0016,8621.06,175.94,2026-08-17T12:20:00+00:00
SET-BATCH-0017,UTR-BATCH-0017,10778.04,219.96,2026-08-22T12:20:00+00:00
SET-BATCH-0018,UTR-BATCH-0018,12737.06,259.94,2026-08-22T12:20:00+00:00
SET-BATCH-0019,UTR-BATCH-0019,71048.04,1449.96,2026-08-12T12:20:00+00:00
SET-BATCH-0020,UTR-BATCH-0020,14011.06,285.94,2026-08-22T12:20:00+00:00
SET-000741,UTR-IND-00000781,3429.02,69.98,2026-08-14T14:25:00+00:00
SET-000742,UTR-IND-00000782,3429.02,69.98,2026-08-16T14:25:00+00:00
SET-000743,UTR-IND-00000783,3429.02,69.98,2026-08-18T14:25:00+00:00
SET-000744,UTR-IND-00000784,3429.02,69.98,2026-08-20T14:25:00+00:00
SET-000745,UTR-IND-00000785,3429.02,69.98,2026-08-22T14:25:00+00:00
SET-000746,UTR-IND-00000786,3429.02,69.98,2026-08-24T14:25:00+00:00
SET-000747,UTR-IND-00000787,3429.02,69.98,2026-08-26T14:25:00+00:00
SET-000748,UTR-IND-00000788,3429.02,69.98,2026-08-03T14:25:00+00:00
SET-000749,UTR-IND-00000789,3429.02,69.98,2026-08-05T14:25:00+00:00
SET-000750,UTR-IND-00000790,3429.02,69.98,2026-08-07T14:25:00+00:00
SET-000751,UTR-IND-00000791,3429.02,69.98,2026-08-09T14:25:00+00:00
SET-000752,UTR-IND-00000792,3429.02,69.98,2026-08-11T14:25:00+00:00
SET-000753,UTR-IND-00000793,3429.02,69.98,2026-08-13T14:25:00+00:00
SET-000754,UTR-IND-00000794,3429.02,69.98,2026-08-15T14:25:00+00:00
SET-000755,UTR-IND-00000795,3429.02,69.98,2026-08-17T14:25:00+00:00
SET-000756,UTR-IND-00000796,3429.02,69.98,2026-08-19T14:25:00+00:00
SET-000757,UTR-IND-00000797,3429.02,69.98,2026-08-21T14:25:00+00:00
SET-000758,UTR-IND-00000798,3429.02,69.98,2026-08-23T14:25:00+00:00
SET-000759,UTR-IND-00000799,3429.02,69.98,2026-08-25T14:25:00+00:00
SET-000760,UTR-IND-00000800,3429.02,69.98,2026-08-02T14:25:00+00:00
SET-000761,UTR-IND-00000801,3429.02,69.98,2026-08-04T14:25:00+00:00
SET-000762,UTR-IND-00000802,3429.02,69.98,2026-08-06T14:25:00+00:00
SET-000763,UTR-IND-00000803,3429.02,69.98,2026-08-08T14:25:00+00:00
SET-000764,UTR-IND-00000804,3429.02,69.98,2026-08-10T14:25:00+00:00
SET-000765,UTR-IND-00000805,3429.02,69.98,2026-08-12T14:25:00+00:00
SET-000766,UTR-IND-00000806,3429.02,69.98,2026-08-14T14:25:00+00:00
SET-000767,UTR-IND-00000807,3429.02,69.98,2026-08-16T14:25:00+00:00
SET-000768,UTR-IND-00000808,3429.02,69.98,2026-08-18T14:25:00+00:00
SET-000769,UTR-IND-00000809,3429.02,69.98,2026-08-20T14:25:00+00:00
SET-000770,UTR-IND-00000810,3429.02,69.98,2026-08-22T14:25:00+00:00
SET-000771,UTR-IND-00000811,2939.02,59.98,2026-08-10T01:25:00+00:00
SET-000772,UTR-IND-00000812,1273.02,25.98,2026-08-11T01:25:00+00:00
SET-000773,UTR-IND-00000813,9799.02,199.98,2026-08-12T01:25:00+00:00
SET-000774,UTR-IND-00000814,1273.02,25.98,2026-08-13T01:25:00+00:00
SET-000775,UTR-IND-00000815,9799.02,199.98,2026-08-14T01:25:00+00:00
SET-000776,UTR-IND-00000816,4899.02,99.98,2026-08-15T01:25:00+00:00
SET-000777,UTR-IND-00000817,7350.00,150.00,2026-08-16T01:25:00+00:00
SET-000778,UTR-IND-00000818,979.02,19.98,2026-08-17T01:25:00+00:00
SET-000779,UTR-IND-00000819,783.02,15.98,2026-08-18T01:25:00+00:00
SET-000780,UTR-IND-00000820,293.02,5.98,2026-08-09T01:25:00+00:00
SET-000781,UTR-IND-00000821,3429.02,69.98,2026-08-10T01:25:00+00:00
SET-000782,UTR-IND-00000822,24500.00,500.00,2026-08-11T01:25:00+00:00
SET-000783,UTR-IND-00000823,7350.00,150.00,2026-08-12T01:25:00+00:00
SET-000784,UTR-IND-00000824,2939.02,59.98,2026-08-13T01:25:00+00:00
SET-000785,UTR-IND-00000825,979.02,19.98,2026-08-14T01:25:00+00:00
SET-000786,UTR-IND-00000826,1273.02,25.98,2026-08-15T01:25:00+00:00
SET-000787,UTR-IND-00000827,783.02,15.98,2026-08-16T01:25:00+00:00
SET-000788,UTR-IND-00000828,1469.51,29.99,2026-08-17T01:25:00+00:00
SET-000789,UTR-IND-00000829,14699.02,299.98,2026-08-18T01:25:00+00:00
SET-000790,UTR-IND-00000830,24500.00,500.00,2026-08-09T01:25:00+00:00
SET-000791,UTR-IND-00000831,14699.02,299.98,2026-08-10T01:25:00+00:00
SET-000792,UTR-IND-00000832,979.02,19.98,2026-08-11T01:25:00+00:00
SET-000793,UTR-IND-00000833,293.02,5.98,2026-08-12T01:25:00+00:00
SET-000794,UTR-IND-00000834,783.02,15.98,2026-08-13T01:25:00+00:00
SET-000795,UTR-IND-00000835,7350.00,150.00,2026-08-14T01:25:00+00:00
SET-000796,UTR-IND-00000836,783.02,15.98,2026-08-15T01:25:00+00:00
SET-000797,UTR-IND-00000837,4899.02,99.98,2026-08-16T01:25:00+00:00
SET-000798,UTR-IND-00000838,9799.02,199.98,2026-08-17T01:25:00+00:00
SET-000799,UTR-IND-00000839,293.02,5.98,2026-08-18T01:25:00+00:00
SET-000800,UTR-IND-00000840,3429.02,69.98,2026-08-09T01:25:00+00:00
SET-000801,UTR-IND-00000871,293.02,5.98,2026-08-06T16:35:00+00:00
SET-000802,UTR-IND-00000872,9799.02,199.98,2026-08-10T16:35:00+00:00
SET-000803,UTR-IND-00000873,4899.02,99.98,2026-08-14T16:35:00+00:00
SET-000804,UTR-IND-00000874,9799.02,199.98,2026-08-18T16:35:00+00:00
SET-000805,UTR-IND-00000875,4899.02,99.98,2026-08-02T16:35:00+00:00
SET-000806,UTR-IND-00000876,24500.00,500.00,2026-08-06T16:35:00+00:00
SET-000807,UTR-IND-00000877,4899.02,99.98,2026-08-10T16:35:00+00:00
SET-000808,UTR-IND-00000878,14699.02,299.98,2026-08-14T16:35:00+00:00
SET-000809,UTR-IND-00000879,1273.02,25.98,2026-08-18T16:35:00+00:00
SET-000810,UTR-IND-00000880,3429.02,69.98,2026-08-02T16:35:00+00:00
SET-000811,UTR-IND-00000881,4899.02,99.98,2026-08-06T16:35:00+00:00
SET-000812,UTR-IND-00000882,1959.02,39.98,2026-08-10T16:35:00+00:00
SET-000813,UTR-IND-00000883,48999.02,999.98,2026-08-14T16:35:00+00:00
SET-000814,UTR-IND-00000884,4899.02,99.98,2026-08-18T16:35:00+00:00
SET-000815,UTR-IND-00000885,1469.51,29.99,2026-08-02T16:35:00+00:00
SET-000816,UTR-IND-00000886,9799.02,199.98,2026-08-06T16:35:00+00:00
SET-000817,UTR-IND-00000887,4899.02,99.98,2026-08-10T16:35:00+00:00
SET-000818,UTR-IND-00000888,3429.02,69.98,2026-08-14T16:35:00+00:00
SET-000819,UTR-IND-00000889,48999.02,999.98,2026-08-18T16:35:00+00:00
SET-000820,UTR-IND-00000890,2449.02,49.98,2026-08-02T16:35:00+00:00
SET-000821,UTR-IND-00000891,4899.02,99.98,2026-08-06T16:35:00+00:00
SET-000822,UTR-IND-00000892,9799.02,199.98,2026-08-10T16:35:00+00:00
SET-000823,UTR-IND-00000893,2939.02,59.98,2026-08-14T16:35:00+00:00
SET-000824,UTR-IND-00000894,9799.02,199.98,2026-08-18T16:35:00+00:00
SET-000825,UTR-IND-00000895,7350.00,150.00,2026-08-02T16:35:00+00:00
SET-000826,UTR-IND-00000896,979.02,19.98,2026-08-06T16:35:00+00:00
SET-000827,UTR-IND-00000897,1959.02,39.98,2026-08-10T16:35:00+00:00
SET-000828,UTR-IND-00000898,1469.51,29.99,2026-08-14T16:35:00+00:00
SET-000829,UTR-IND-00000899,293.02,5.98,2026-08-18T16:35:00+00:00
SET-000830,UTR-IND-00000900,24500.00,500.00,2026-08-02T16:35:00+00:00
SET-000831,UTR-IND-00000901,1469.56,29.99,2026-08-04T12:05:00+00:00
SET-000832,UTR-IND-00000902,1469.56,29.99,2026-08-06T12:05:00+00:00
SET-000833,UTR-IND-00000903,1469.56,29.99,2026-08-08T12:05:00+00:00
SET-000834,UTR-IND-00000904,1469.56,29.99,2026-08-10T12:05:00+00:00
SET-000835,UTR-IND-00000905,1469.56,29.99,2026-08-12T12:05:00+00:00
SET-000836,UTR-IND-00000906,1469.56,29.99,2026-08-14T12:05:00+00:00
SET-000837,UTR-IND-00000907,1469.56,29.99,2026-08-16T12:05:00+00:00
SET-000838,UTR-IND-00000908,1469.56,29.99,2026-08-18T12:05:00+00:00
SET-000839,UTR-IND-00000909,1469.56,29.99,2026-08-20T12:05:00+00:00
SET-000840,UTR-IND-00000910,1469.56,29.99,2026-08-22T12:05:00+00:00
SET-000841,UTR-IND-00000911,1469.56,29.99,2026-08-24T12:05:00+00:00
SET-000842,UTR-IND-00000912,1469.56,29.99,2026-08-26T12:05:00+00:00
SET-000843,UTR-IND-00000913,1469.56,29.99,2026-08-03T12:05:00+00:00
SET-000844,UTR-IND-00000914,1469.56,29.99,2026-08-05T12:05:00+00:00
SET-000845,UTR-IND-00000915,1469.56,29.99,2026-08-07T12:05:00+00:00
SET-000846,UTR-IND-00000916,1469.56,29.99,2026-08-09T12:05:00+00:00
SET-000847,UTR-IND-00000917,1469.56,29.99,2026-08-11T12:05:00+00:00
SET-000848,UTR-IND-00000918,1469.56,29.99,2026-08-13T12:05:00+00:00
SET-000849,UTR-IND-00000919,1469.56,29.99,2026-08-15T12:05:00+00:00
SET-000850,UTR-IND-00000920,1469.56,29.99,2026-08-17T12:05:00+00:00
SET-000851,UTR-IND-00092121,1959.02,39.98,2026-08-15T15:35:00+00:00
SET-000852,UTR-IND-00092221,24500.00,500.00,2026-08-18T15:35:00+00:00
SET-000853,UTR-IND-00092321,3429.02,69.98,2026-08-21T15:35:00+00:00
SET-000854,UTR-IND-00092421,783.02,15.98,2026-08-24T15:35:00+00:00
SET-000855,UTR-IND-00092521,14699.02,299.98,2026-08-02T15:35:00+00:00
SET-000856,UTR-IND-00092621,48999.02,999.98,2026-08-05T15:35:00+00:00
SET-000857,UTR-IND-00092721,1273.02,25.98,2026-08-08T15:35:00+00:00
SET-000858,UTR-IND-00092821,3429.02,69.98,2026-08-11T15:35:00+00:00
SET-000859,UTR-IND-00092921,2449.02,49.98,2026-08-14T15:35:00+00:00
SET-000860,UTR-IND-00093021,2939.02,59.98,2026-08-17T15:35:00+00:00
SET-000861,UTR-IND-00093121,1273.02,25.98,2026-08-20T15:35:00+00:00
SET-000862,UTR-IND-00093221,14699.02,299.98,2026-08-23T15:35:00+00:00
SET-000863,UTR-IND-00093321,9799.02,199.98,2026-08-26T15:35:00+00:00
SET-000864,UTR-IND-00093421,783.02,15.98,2026-08-04T15:35:00+00:00
SET-000865,UTR-IND-00093521,24500.00,500.00,2026-08-07T15:35:00+00:00
SET-000866,UTR-IND-00093621,48999.02,999.98,2026-08-10T15:35:00+00:00
SET-000867,UTR-IND-00093721,9799.02,199.98,2026-08-13T15:35:00+00:00
SET-000868,UTR-IND-00093821,14699.02,299.98,2026-08-16T15:35:00+00:00
SET-000869,UTR-IND-00093921,489.02,9.98,2026-08-19T15:35:00+00:00
SET-000870,UTR-IND-00094021,7350.00,150.00,2026-08-22T15:35:00+00:00
SET-000871,UTR-IND-00000941,783.02,15.98,2026-08-16T08:15:00+00:00
SET-000872,UTR-IND-00000942,979.02,19.98,2026-08-20T08:15:00+00:00
SET-000873,UTR-IND-00000943,2449.02,49.98,2026-08-24T08:15:00+00:00
SET-000874,UTR-IND-00000944,7350.00,150.00,2026-08-03T08:15:00+00:00
SET-000875,UTR-IND-00000945,1469.51,29.99,2026-08-07T08:15:00+00:00
SET-000876,UTR-IND-00000946,489.02,9.98,2026-08-11T08:15:00+00:00
SET-000877,UTR-IND-00000947,9799.02,199.98,2026-08-15T08:15:00+00:00
SET-000878,UTR-IND-00000948,4899.02,99.98,2026-08-19T08:15:00+00:00
SET-000879,UTR-IND-00000949,14699.02,299.98,2026-08-23T08:15:00+00:00
SET-000880,UTR-IND-00000950,979.02,19.98,2026-08-02T08:15:00+00:00
SET-000881,UTR-IND-000951A,2449.02,49.98,2026-08-04T18:22:00+00:00
SET-000882,UTR-IND-000952A,2449.02,49.98,2026-08-06T18:22:00+00:00
SET-000883,UTR-IND-000953A,2449.02,49.98,2026-08-08T18:22:00+00:00
SET-000884,UTR-IND-000954A,2449.02,49.98,2026-08-10T18:22:00+00:00
SET-000885,UTR-IND-000955A,2449.02,49.98,2026-08-12T18:22:00+00:00
SET-000886,UTR-IND-000956A,2449.02,49.98,2026-08-14T18:22:00+00:00
SET-000887,UTR-IND-000957A,2449.02,49.98,2026-08-16T18:22:00+00:00
SET-000888,UTR-IND-000958A,2449.02,49.98,2026-08-18T18:22:00+00:00
SET-000889,UTR-IND-000959A,2449.02,49.98,2026-08-20T18:22:00+00:00
SET-000890,UTR-IND-000960A,2449.02,49.98,2026-08-22T18:22:00+00:00
SET-000891,UTR-IND-000961A,2449.02,49.98,2026-08-24T18:22:00+00:00
SET-000892,UTR-IND-000962A,2449.02,49.98,2026-08-26T18:22:00+00:00
SET-000893,UTR-IND-000963A,2449.02,49.98,2026-08-03T18:22:00+00:00
SET-000894,UTR-IND-000964A,2449.02,49.98,2026-08-05T18:22:00+00:00
SET-000895,UTR-IND-000965A,2449.02,49.98,2026-08-07T18:22:00+00:00
SET-000896,UTR-IND-000966A,2449.02,49.98,2026-08-09T18:22:00+00:00
SET-000897,UTR-IND-000967A,2449.02,49.98,2026-08-11T18:22:00+00:00
SET-000898,UTR-IND-000968A,2449.02,49.98,2026-08-13T18:22:00+00:00
SET-000899,UTR-IND-000969A,2449.02,49.98,2026-08-15T18:22:00+00:00
SET-000900,UTR-IND-000970A,2449.02,49.98,2026-08-17T18:22:00+00:00
