payment_id,order_id,amount,method,utr,created_at,status
PAY-000475,ORD-000475,7500.00,CARD,UTR-IND-00000475,2026-08-01T09:43:00+00:00,SUCCESS
PAY-000476,ORD-000476,799.00,NETBANKING,UTR-IND-00000476,2026-08-08T12:57:00+00:00,SUCCESS
PAY-000477,ORD-000477,299.00,NETBANKING,UTR-IND-00000477,2026-08-15T15:12:00+00:00,SUCCESS
PAY-000478,ORD-000478,4999.00,CARD,UTR-IND-00000478,2026-08-22T18:30:00+00:00,SUCCESS
PAY-000479,ORD-000479,499.00,NETBANKING,UTR-IND-00000479,2026-08-04T21:52:00+00:00,SUCCESS
PAY-000480,ORD-000480,1299.00,WALLET,UTR-IND-00000480,2026-08-11T00:09:00+00:00,SUCCESS
PAY-000481,ORD-000481,299.00,UPI,UTR-IND-00000481,2026-08-18T03:19:00+00:00,SUCCESS
PAY-000482,ORD-000482,2999.00,CARD,UTR-IND-00000482,2026-08-25T06:38:00+00:00,SUCCESS
PAY-000483,ORD-000483,14999.00,UPI,UTR-IND-00000483,2026-08-07T09:57:00+00:00,SUCCESS
PAY-000484,ORD-000484,2499.00,NETBANKING,UTR-IND-00000484,2026-08-14T12:11:00+00:00,SUCCESS
PAY-000485,ORD-000485,499.00,CARD,UTR-IND-00000485,2026-08-21T15:33:00+00:00,SUCCESS
PAY-000486,ORD-000486,25000.00,UPI,UTR-IND-00000486,2026-08-03T18:45:00+00:00,SUCCESS
PAY-000487,ORD-000487,49999.00,UPI,UTR-IND-00000487,2026-08-10T22:09:00+00:00,SUCCESS
PAY-000488,ORD-000488,2499.00,CARD,UTR-IND-00000488,2026-08-17T00:22:00+00:00,SUCCESS
PAY-000489,ORD-000489,14999.00,UPI,UTR-IND-00000489,2026-08-24T03:40:00+00:00,SUCCESS
PAY-000490,ORD-000490,2499.00,WALLET,UTR-IND-00000490,2026-08-06T06:54:00+00:00,SUCCESS
PAY-000491,ORD-000491,799.00,NETBANKING,UTR-IND-00000491,2026-08-13T09:10:00+00:00,SUCCESS
PAY-000492,ORD-000492,299.00,WALLET,UTR-IND-00000492,2026-08-20T12:33:00+00:00,SUCCESS
PAY-000493,ORD-000493,499.00,WALLET,UTR-IND-00000493,2026-08-02T15:48:00+00:00,SUCCESS
PAY-000494,ORD-000494,2999.00,UPI,UTR-IND-00000494,2026-08-09T19:05:00+00:00,SUCCESS
PAY-000495,ORD-000495,799.00,NETBANKING,UTR-IND-00000495,2026-08-16T21:20:00+00:00,SUCCESS
PAY-000496,ORD-000496,999.00,NETBANKING,UTR-IND-00000496,2026-08-23T00:36:00+00:00,SUCCESS
PAY-000497,ORD-000497,499.00,NETBANKING,UTR-IND-00000497,2026-08-05T03:59:00+00:00,SUCCESS
PAY-000498,ORD-000498,4999.00,CARD,UTR-IND-00000498,2026-08-12T06:15:00+00:00,SUCCESS
PAY-000499,ORD-000499,49999.00,CARD,UTR-IND-00000499,2026-08-19T09:27:00+00:00,SUCCESS
PAY-000500,ORD-000500,799.00,WALLET,UTR-IND-00000500,2026-08-01T12:42:00+00:00,SUCCESS
PAY-000501,ORD-000501,3499.00,CARD,UTR-IND-00000501,2026-08-08T15:59:00+00:00,SUCCESS
PAY-000502,ORD-000502,1999.00,UPI,UTR-IND-00000502,2026-08-15T18:21:00+00:00,SUCCESS
PAY-000503,ORD-000503,3499.00,WALLET,UTR-IND-00000503,2026-08-22T21:41:00+00:00,SUCCESS
PAY-000504,ORD-000504,49999.00,NETBANKING,UTR-IND-00000504,2026-08-04T00:50:00+00:00,SUCCESS
PAY-000505,ORD-000505,1999.00,NETBANKING,UTR-IND-00000505,2026-08-11T03:12:00+00:00,SUCCESS
PAY-000506,ORD-000506,499.00,NETBANKING,UTR-IND-00000506,2026-08-18T06:28:00+00:00,SUCCESS
PAY-000507,ORD-000507,999.00,NETBANKING,UTR-IND-00000507,2026-08-25T09:47:00+00:00,SUCCESS
PAY-000508,ORD-000508,9999.00,WALLET,UTR-IND-00000508,2026-08-07T13:04:00+00:00,SUCCESS
PAY-000509,ORD-000509,4999.00,CARD,UTR-IND-00000509,2026-08-14T15:22:00+00:00,SUCCESS
PAY-000510,ORD-000510,49999.00,NETBANKING,UTR-IND-00000510,2026-08-21T18:40:00+00:00,SUCCESS
PAY-000511,ORD-000511,2999.00,UPI,UTR-IND-00000511,2026-08-03T21:55:00+00:00,SUCCESS
PAY-000512,ORD-000512,799.00,WALLET,UTR-IND-00000512,2026-08-10T00:08:00+00:00,SUCCESS
PAY-000513,ORD-000513,3499.00,NETBANKING,UTR-IND-00000513,2026-08-17T03:24:00+00:00,SUCCESS
PAY-000514,ORD-000514,799.00,NETBANKING,UTR-IND-00000514,2026-08-24T06:44:00+00:00,SUCCESS
PAY-000515,ORD-000515,3499.00,WALLET,UTR-IND-00000515,2026-08-06T10:03:00+00:00,SUCCESS
PAY-000516,ORD-000516,1499.50,WALLET,UTR-IND-00000516,2026-08-13T12:19:00+00:00,SUCCESS
PAY-000517,ORD-000517,25000.00,UPI,UTR-IND-00000517,2026-08-20T15:36:00+00:00,SUCCESS
PAY-000518,ORD-000518,14999.00,NETBANKING,UTR-IND-00000518,2026-08-02T18:48:00+00:00,SUCCESS
PAY-000519,ORD-000519,799.00,WALLET,UTR-IND-00000519,2026-08-09T21:10:00+00:00,SUCCESS
PAY-000520,ORD-000520,1499.50,UPI,UTR-IND-00000520,2026-08-16T00:24:00+00:00,SUCCESS
PAY-000521,ORD-000521,25000.00,UPI,UTR-IND-00000521,2026-08-23T03:41:00+00:00,SUCCESS
PAY-000522,ORD-000522,799.00,CARD,UTR-IND-00000522,2026-08-05T07:01:00+00:00,SUCCESS
PAY-000523,ORD-000523,7500.00,WALLET,UTR-IND-00000523,2026-08-12T09:13:00+00:00,SUCCESS
PAY-000524,ORD-000524,1299.00,WALLET,UTR-IND-00000524,2026-08-19T12:35:00+00:00,SUCCESS
PAY-000525,ORD-000525,7500.00,WALLET,UTR-IND-00000525,2026-08-01T15:48:00+00:00,SUCCESS
PAY-000526,ORD-000526,1299.00,NETBANKING,UTR-IND-00000526,2026-08-08T18:10:00+00:00,SUCCESS
PAY-000527,ORD-000527,4999.00,NETBANKING,UTR-IND-00000527,2026-08-15T21:24:00+00:00,SUCCESS
PAY-000528,ORD-000528,999.00,UPI,UTR-IND-00000528,2026-08-22T00:40:00+00:00,SUCCESS
PAY-000529,ORD-000529,49999.00,WALLET,UTR-IND-00000529,2026-08-04T04:03:00+00:00,SUCCESS
PAY-000530,ORD-000530,999.00,NETBANKING,UTR-IND-00000530,2026-08-11T06:16:00+00:00,SUCCESS
PAY-000531,ORD-000531,25000.00,CARD,UTR-IND-00000531,2026-08-18T09:33:00+00:00,SUCCESS
PAY-000532,ORD-000532,49999.00,CARD,UTR-IND-00000532,2026-08-25T12:47:00+00:00,SUCCESS
PAY-000533,ORD-000533,1299.00,UPI,UTR-IND-00000533,2026-08-07T15:10:00+00:00,SUCCESS
PAY-000534,ORD-000534,1499.50,WALLET,UTR-IND-00000534,2026-08-14T18:21:00+00:00,SUCCESS
PAY-000535,ORD-000535,4999.00,NETBANKING,UTR-IND-00000535,2026-08-21T21:38:00+00:00,SUCCESS
PAY-000536,ORD-000536,3499.00,NETBANKING,UTR-IND-00000536,2026-08-03T00:56:00+00:00,SUCCESS
PAY-000537,ORD-000537,1499.50,NETBANKING,UTR-IND-00000537,2026-08-10T03:19:00+00:00,SUCCESS
PAY-000538,ORD-000538,2499.00,UPI,UTR-IND-00000538,2026-08-17T06:31:00+00:00,SUCCESS
PAY-000539,ORD-000539,1299.00,CARD,UTR-IND-00000539,2026-08-24T09:52:00+00:00,SUCCESS
PAY-000540,ORD-000540,299.00,NETBANKING,UTR-IND-00000540,2026-08-06T12:10:00+00:00,SUCCESS
PAY-000541,ORD-000541,7500.00,WALLET,UTR-IND-00000541,2026-08-13T15:27:00+00:00,SUCCESS
PAY-000542,ORD-000542,1299.00,UPI,UTR-IND-00000542,2026-08-20T18:37:00+00:00,SUCCESS
PAY-000543,ORD-000543,3499.00,WALLET,UTR-IND-00000543,2026-08-02T22:00:00+00:00,SUCCESS
PAY-000544,ORD-000544,14999.00,WALLET,UTR-IND-00000544,2026-08-09T00:11:00+00:00,SUCCESS
PAY-000545,ORD-000545,1299.00,NETBANKING,UTR-IND-00000545,2026-08-16T03:28:00+00:00,SUCCESS
PAY-000546,ORD-000546,25000.00,WALLET,UTR-IND-00000546,2026-08-23T06:52:00+00:00,SUCCESS
PAY-000547,ORD-000547,7500.00,CARD,UTR-IND-00000547,2026-08-05T10:09:00+00:00,SUCCESS
PAY-000548,ORD-000548,1499.50,CARD,UTR-IND-00000548,2026-08-12T12:24:00+00:00,SUCCESS
PAY-000549,ORD-000549,499.00,UPI,UTR-IND-00000549,2026-08-19T15:43:00+00:00,SUCCESS
PAY-000550,ORD-000550,1299.00,NETBANKING,UTR-IND-00000550,2026-08-01T18:54:00+00:00,SUCCESS
PAY-000551,ORD-000551,1499.50,NETBANKING,UTR-IND-00000551,2026-08-08T21:12:00+00:00,SUCCESS
PAY-000552,ORD-000552,7500.00,NETBANKING,UTR-IND-00000552,2026-08-15T00:27:00+00:00,SUCCESS
PAY-000553,ORD-000553,2999.00,CARD,UTR-IND-00000553,2026-08-22T03:51:00+00:00,SUCCESS
PAY-000554,ORD-000554,2999.00,CARD,UTR-IND-00000554,2026-08-04T07:04:00+00:00,SUCCESS
PAY-000555,ORD-000555,799.00,CARD,UTR-IND-00000555,2026-08-11T09:19:00+00:00,SUCCESS
PAY-000556,ORD-000556,1499.50,NETBANKING,UTR-IND-00000556,2026-08-18T12:34:00+00:00,SUCCESS
PAY-000557,ORD-000557,299.00,UPI,UTR-IND-00000557,2026-08-25T15:51:00+00:00,SUCCESS
PAY-000558,ORD-000558,2999.00,CARD,UTR-IND-00000558,2026-08-07T18:14:00+00:00,SUCCESS
PAY-000559,ORD-000559,299.00,WALLET,UTR-IND-00000559,2026-08-14T21:33:00+00:00,SUCCESS
PAY-000560,ORD-000560,3499.00,NETBANKING,UTR-IND-00000560,2026-08-21T00:49:00+00:00,SUCCESS
PAY-000561,ORD-000561,2499.00,WALLET,UTR-IND-00000561,2026-08-03T04:03:00+00:00,SUCCESS
PAY-000562,ORD-000562,25000.00,UPI,UTR-IND-00000562,2026-08-10T06:16:00+00:00,SUCCESS
PAY-000563,ORD-000563,1499.50,WALLET,UTR-IND-00000563,2026-08-17T09:39:00+00:00,SUCCESS
PAY-000564,ORD-000564,49999.00,WALLET,UTR-IND-00000564,2026-08-24T12:53:00+00:00,SUCCESS
PAY-000565,ORD-000565,4999.00,CARD,UTR-IND-00000565,2026-08-06T15:12:00+00:00,SUCCESS
PAY-000566,ORD-000566,4999.00,NETBANKING,UTR-IND-00000566,2026-08-13T18:30:00+00:00,SUCCESS
PAY-000567,ORD-000567,1299.00,NETBANKING,UTR-IND-00000567,2026-08-20T21:49:00+00:00,SUCCESS
PAY-000568,ORD-000568,999.00,NETBANKING,UTR-IND-00000568,2026-08-02T01:01:00+00:00,SUCCESS
PAY-000569,ORD-000569,25000.00,UPI,UTR-IND-00000569,2026-08-09T03:19:00+00:00,SUCCESS
PAY-000570,ORD-000570,25000.00,CARD,UTR-IND-00000570,2026-08-16T06:34:00+00:00,SUCCESS
PAY-000571,ORD-000571,999.00,UPI,UTR-IND-00000571,2026-08-23T09:53:00+00:00,SUCCESS
PAY-000572,ORD-000572,9999.00,WALLET,UTR-IND-00000572,2026-08-05T12:09:00+00:00,SUCCESS
PAY-000573,ORD-000573,1499.50,NETBANKING,UTR-IND-00000573,2026-08-12T15:28:00+00:00,SUCCESS
PAY-000574,ORD-000574,1999.00,CARD,UTR-IND-00000574,2026-08-19T18:47:00+00:00,SUCCESS
PAY-000575,ORD-000575,25000.00,WALLET,UTR-IND-00000575,2026-08-01T22:01:00+00:00,SUCCESS
PAY-000576,ORD-000576,49999.00,UPI,UTR-IND-00000576,2026-08-08T00:15:00+00:00,SUCCESS
PAY-000577,ORD-000577,9999.00,WALLET,UTR-IND-00000577,2026-08-15T03:34:00+00:00,SUCCESS
PAY-000578,ORD-000578,1999.00,NETBANKING,UTR-IND-00000578,2026-08-22T06:48:00+00:00,SUCCESS
PAY-000579,ORD-000579,499.00,NETBANKING,UTR-IND-00000579,2026-08-04T09:12:00+00:00,SUCCESS
PAY-000580,ORD-000580,49999.00,NETBANKING,UTR-IND-00000580,2026-08-11T12:30:00+00:00,SUCCESS
PAY-000581,ORD-000581,299.00,UPI,UTR-IND-00000581,2026-08-18T15:45:00+00:00,SUCCESS
PAY-000582,ORD-000582,1299.00,NETBANKING,UTR-IND-00000582,2026-08-25T19:01:00+00:00,SUCCESS
PAY-000583,ORD-000583,9999.00,NETBANKING,UTR-IND-00000583,2026-08-07T21:13:00+00:00,SUCCESS
PAY-000584,ORD-000584,9999.00,UPI,UTR-IND-00000584,2026-08-14T00:38:00+00:00,SUCCESS
PAY-000585,ORD-000585,1999.00,NETBANKING,UTR-IND-00000585,2026-08-21T03:55:00+00:00,SUCCESS
PAY-000586,ORD-000586,3499.00,UPI,UTR-IND-00000586,2026-08-03T06:10:00+00:00,SUCCESS
PAY-000587,ORD-000587,25000.00,NETBANKING,UTR-IND-00000587,2026-08-10T09:22:00+00:00,SUCCESS
PAY-000588,ORD-000588,1299.00,UPI,UTR-IND-00000588,2026-08-17T12:44:00+00:00,SUCCESS
PAY-000589,ORD-000589,7500.00,NETBANKING,UTR-IND-00000589,2026-08-24T16:03:00+00:00,SUCCESS
PAY-000590,ORD-000590,7500.00,CARD,UTR-IND-00000590,2026-08-06T18:15:00+00:00,SUCCESS
PAY-000591,ORD-000591,9999.00,UPI,UTR-IND-00000591,2026-08-13T21:29:00+00:00,SUCCESS
PAY-000592,ORD-000592,499.00,CARD,UTR-IND-00000592,2026-08-20T00:51:00+00:00,SUCCESS
PAY-000593,ORD-000593,49999.00,WALLET,UTR-IND-00000593,2026-08-02T03:05:00+00:00,SUCCESS
PAY-000594,ORD-000594,1299.00,NETBANKING,UTR-IND-00000594,2026-08-09T06:25:00+00:00,SUCCESS
PAY-000595,ORD-000595,1499.50,WALLET,UTR-IND-00000595,2026-08-16T09:41:00+00:00,SUCCESS
PAY-000596,ORD-000596,4999.00,WALLET,UTR-IND-00000596,2026-08-23T12:58:00+00:00,SUCCESS
PAY-000597,ORD-000597,49999.00,UPI,UTR-IND-00000597,2026-08-05T15:16:00+00:00,SUCCESS
PAY-000598,ORD-000598,4999.00,UPI,UTR-IND-00000598,2026-08-12T18:34:00+00:00,SUCCESS
PAY-000599,ORD-000599,3499.00,UPI,UTR-IND-00000599,2026-08-19T21:52:00+00:00,SUCCESS
PAY-000600,ORD-000600,2999.00,CARD,UTR-IND-00000600,2026-08-01T00:02:00+00:00,SUCCESS
PAY-000601,ORD-000601,49999.00,CARD,UTR-IND-00000601,2026-08-08T03:27:00+00:00,SUCCESS
PAY-000602,ORD-000602,9999.00,CARD,UTR-IND-00000602,2026-08-15T06:39:00+00:00,SUCCESS
PAY-000603,ORD-000603,499.00,UPI,UTR-IND-00000603,2026-08-22T09:56:00+00:00,SUCCESS
PAY-000604,ORD-000604,299.00,WALLET,UTR-IND-00000604,2026-08-04T12:15:00+00:00,SUCCESS
PAY-000605,ORD-000605,14999.00,CARD,UTR-IND-00000605,2026-08-11T15:33:00+00:00,SUCCESS
PAY-000606,ORD-000606,1999.00,WALLET,UTR-IND-00000606,2026-08-18T18:52:00+00:00,SUCCESS
PAY-000607,ORD-000607,49999.00,UPI,UTR-IND-00000607,2026-08-25T22:03:00+00:00,SUCCESS
PAY-000608,ORD-000608,1999.00,NETBANKING,UTR-IND-00000608,2026-08-07T00:25:00+00:00,SUCCESS
PAY-000609,ORD-000609,9999.00,NETBANKING,UTR-IND-00000609,2026-08-14T03:37:00+00:00,SUCCESS
PAY-000610,ORD-000610,25000.00,NETBANKING,UTR-IND-00000610,2026-08-21T07:00:00+00:00,SUCCESS
PAY-000611,ORD-000611,7500.00,NETBANKING,UTR-IND-00000611,2026-08-03T09:16:00+00:00,SUCCESS
PAY-000612,ORD-000612,1999.00,CARD,UTR-IND-00000612,2026-08-10T12:30:00+00:00,SUCCESS
PAY-000613,ORD-000613,3499.00,CARD,UTR-IND-00000613,2026-08-17T15:47:00+00:00,SUCCESS
PAY-000614,ORD-000614,3499.00,CARD,UTR-IND-00000614,2026-08-24T19:07:00+00:00,SUCCESS
PAY-000615,ORD-000615,4999.00,WALLET,UTR-IND-00000615,2026-08-06T21:22:00+00:00,SUCCESS
PAY-000616,ORD-000616,2999.00,NETBANKING,UTR-IND-00000616,2026-08-13T00:35:00+00:00,SUCCESS
PAY-000617,ORD-000617,9999.00,WALLET,UTR-IND-00000617,2026-08-20T03:56:00+00:00,SUCCESS
PAY-000618,ORD-000618,1299.00,NETBANKING,UTR-IND-00000618,2026-08-02T06:08:00+00:00,SUCCESS
PAY-000619,ORD-000619,3499.00,UPI,UTR-IND-00000619,2026-08-09T09:30:00+00:00,SUCCESS
PAY-000620,ORD-000620,25000.00,NETBANKING,UTR-IND-00000620,2026-08-16T12:49:00+00:00,SUCCESS
PAY-000621,ORD-000621,1999.00,CARD,UTR-IND-00000621,2026-08-23T16:07:00+00:00,SUCCESS
PAY-000622,ORD-000622,2999.00,NETBANKING,UTR-IND-00000622,2026-08-05T18:18:00+00:00,SUCCESS
PAY-000623,ORD-000623,999.00,CARD,UTR-IND-00000623,2026-08-12T21:36:00+00:00,SUCCESS
PAY-000624,ORD-000624,499.00,CARD,UTR-IND-00000624,2026-08-19T00:53:00+00:00,SUCCESS
PAY-000625,ORD-000625,499.00,UPI,UTR-IND-00000625,2026-08-01T03:13:00+00:00,SUCCESS
PAY-000626,ORD-000626,4999.00,WALLET,UTR-IND-00000626,2026-08-08T06:25:00+00:00,SUCCESS
PAY-000627,ORD-000627,1299.00,UPI,UTR-IND-00000627,2026-08-15T09:49:00+00:00,SUCCESS
PAY-000628,ORD-000628,1499.50,WALLET,UTR-IND-00000628,2026-08-22T13:05:00+00:00,SUCCESS
PAY-000629,ORD-000629,49999.00,CARD,UTR-IND-00000629,2026-08-04T15:19:00+00:00,SUCCESS
PAY-000630,ORD-000630,4999.00,NETBANKING,UTR-IND-00000630,2026-08-11T18:32:00+00:00,SUCCESS
PAY-000631,ORD-000631,799.00,CARD,UTR-IND-00000631,2026-08-18T21:57:00+00:00,SUCCESS
PAY-000632,ORD-000632,499.00,CARD,UTR-IND-00000632,2026-08-25T00:12:00+00:00,SUCCESS
PAY-000633,ORD-000633,1499.50,UPI,UTR-IND-00000633,2026-08-07T03:29:00+00:00,SUCCESS
PAY-000634,ORD-000634,49999.00,CARD,UTR-IND-00000634,2026-08-14T06:44:00+00:00,SUCCESS
PAY-000635,ORD-000635,499.00,UPI,UTR-IND-00000635,2026-08-21T10:01:00+00:00,SUCCESS
PAY-000636,ORD-000636,999.00,NETBANKING,UTR-IND-00000636,2026-08-03T12:18:00+00:00,SUCCESS
PAY-000637,ORD-000637,25000.00,WALLET,UTR-IND-00000637,2026-08-10T15:33:00+00:00,SUCCESS
PAY-000638,ORD-000638,25000.00,NETBANKING,UTR-IND-00000638,2026-08-17T18:51:00+00:00,SUCCESS
PAY-000639,ORD-000639,999.00,NETBANKING,UTR-IND-00000639,2026-08-24T21:07:00+00:00,SUCCESS
PAY-000640,ORD-000640,25000.00,NETBANKING,UTR-IND-00000640,2026-08-06T00:24:00+00:00,SUCCESS
PAY-000641,ORD-000641,299.00,NETBANKING,UTR-IND-00000641,2026-08-13T03:43:00+00:00,SUCCESS
PAY-000642,ORD-000642,1999.00,CARD,UTR-IND-00000642,2026-08-20T07:02:00+00:00,SUCCESS
PAY-000643,ORD-000643,14999.00,NETBANKING,UTR-IND-00000643,2026-08-02T09:14:00+00:00,SUCCESS
PAY-000644,ORD-000644,9999.00,UPI,UTR-IND-00000644,2026-08-09T12:32:00+00:00,SUCCESS
PAY-000645,ORD-000645,1299.00,WALLET,UTR-IND-00000645,2026-08-16T15:52:00+00:00,SUCCESS
PAY-000646,ORD-000646,2499.00,UPI,UTR-IND-00000646,2026-08-23T18:08:00+00:00,SUCCESS
PAY-000647,ORD-000647,9999.00,CARD,UTR-IND-00000647,2026-08-05T21:28:00+00:00,SUCCESS
PAY-000648,ORD-000648,2999.00,NETBANKING,UTR-IND-00000648,2026-08-12T00:42:00+00:00,SUCCESS
PAY-000649,ORD-000649,299.00,NETBANKING,UTR-IND-00000649,2026-08-19T04:00:00+00:00,SUCCESS
PAY-000650,ORD-000650,2499.00,UPI,UTR-IND-00000650,2026-08-01T06:13:00+00:00,SUCCESS
PAY-000651,ORD-000651,25000.00,NETBANKING,UTR-IND-00000651,2026-08-08T09:31:00+00:00,SUCCESS
PAY-000652,ORD-000652,9999.00,NETBANKING,UTR-IND-00000652,2026-08-15T12:47:00+00:00,SUCCESS
PAY-000653,ORD-000653,3499.00,NETBANKING,UTR-IND-00000653,2026-08-22T15:06:00+00:00,SUCCESS
PAY-000654,ORD-000654,2499.00,CARD,UTR-IND-00000654,2026-08-04T18:27:00+00:00,SUCCESS
PAY-000655,ORD-000655,1299.00,WALLET,UTR-IND-00000655,2026-08-11T21:42:00+00:00,SUCCESS
PAY-000656,ORD-000656,14999.00,WALLET,UTR-IND-00000656,2026-08-18T01:02:00+00:00,SUCCESS
PAY-000657,ORD-000657,1999.00,CARD,UTR-IND-00000657,2026-08-25T03:12:00+00:00,SUCCESS
PAY-000658,ORD-000658,25000.00,NETBANKING,UTR-IND-00000658,2026-08-07T06:29:00+00:00,SUCCESS
PAY-000659,ORD-000659,999.00,UPI,UTR-IND-00000659,2026-08-14T09:53:00+00:00,SUCCESS
PAY-000660,ORD-000660,1999.00,CARD,UTR-IND-00000660,2026-08-21T12:04:00+00:00,SUCCESS
PAY-000661,ORD-000661,4999.00,WALLET,UTR-IND-00000661,2026-08-03T15:20:00+00:00,SUCCESS
PAY-000662,ORD-000662,1999.00,WALLET,UTR-IND-00000662,2026-08-10T18:37:00+00:00,SUCCESS
PAY-000663,ORD-000663,25000.00,UPI,UTR-IND-00000663,2026-08-17T22:00:00+00:00,SUCCESS
PAY-000664,ORD-000664,1299.00,WALLET,UTR-IND-00000664,2026-08-24T00:17:00+00:00,SUCCESS
PAY-000665,ORD-000665,499.00,WALLET,UTR-IND-00000665,2026-08-06T03:31:00+00:00,SUCCESS
PAY-000666,ORD-000666,299.00,WALLET,UTR-IND-00000666,2026-08-13T06:48:00+00:00,SUCCESS
PAY-000667,ORD-000667,299.00,CARD,UTR-IND-00000667,2026-08-20T10:02:00+00:00,SUCCESS
PAY-000668,ORD-000668,499.00,WALLET,UTR-IND-00000668,2026-08-02T12:23:00+00:00,SUCCESS
PAY-000669,ORD-000669,799.00,UPI,UTR-IND-00000669,2026-08-09T15:36:00+00:00,SUCCESS
PAY-000670,ORD-000670,49999.00,UPI,UTR-IND-00000670,2026-08-16T18:56:00+00:00,SUCCESS
PAY-000671,ORD-000671,14999.00,CARD,UTR-IND-00000671,2026-08-23T21:11:00+00:00,SUCCESS
PAY-000672,ORD-000672,14999.00,NETBANKING,UTR-IND-00000672,2026-08-05T00:32:00+00:00,SUCCESS
PAY-000673,ORD-000673,25000.00,WALLET,UTR-IND-00000673,2026-08-12T03:49:00+00:00,SUCCESS
PAY-000674,ORD-000674,799.00,CARD,UTR-IND-00000674,2026-08-19T07:05:00+00:00,SUCCESS
PAY-000675,ORD-000675,999.00,CARD,UTR-IND-00000675,2026-08-01T09:25:00+00:00,SUCCESS
PAY-000676,ORD-000676,9999.00,CARD,UTR-IND-00000676,2026-08-08T12:37:00+00:00,SUCCESS
PAY-000677,ORD-000677,299.00,UPI,UTR-IND-00000677,2026-08-15T15:55:00+00:00,SUCCESS
PAY-000678,ORD-000678,25000.00,WALLET,UTR-IND-00000678,2026-08-22T18:16:00+00:00,SUCCESS
PAY-000679,ORD-000679,9999.00,CARD,UTR-IND-00000679,2026-08-04T21:28:00+00:00,SUCCESS
PAY-000680,ORD-000680,25000.00,NETBANKING,UTR-IND-00000680,2026-08-11T00:44:00+00:00,SUCCESS
PAY-000681,ORD-000681,2999.00,CARD,UTR-IND-00000681,2026-08-18T04:00:00+00:00,SUCCESS
PAY-000682,ORD-000682,499.00,WALLET,UTR-IND-00000682,2026-08-25T06:16:00+00:00,SUCCESS
PAY-000683,ORD-000683,2499.00,CARD,UTR-IND-00000683,2026-08-07T09:34:00+00:00,SUCCESS
PAY-000684,ORD-000684,999.00,UPI,UTR-IND-00000684,2026-08-14T12:57:00+00:00,SUCCESS
PAY-000685,ORD-000685,499.00,CARD,UTR-IND-00000685,2026-08-21T15:07:00+00:00,SUCCESS
PAY-000686,ORD-000686,9999.00,WALLET,UTR-IND-00000686,2026-08-03T18:27:00+00:00,SUCCESS
PAY-000687,ORD-000687,1999.00,UPI,UTR-IND-00000687,2026-08-10T21:43:00+00:00,SUCCESS
PAY-000688,ORD-000688,3499.00,CARD,UTR-IND-00000688,2026-08-17T01:03:00+00:00,SUCCESS
PAY-000689,ORD-000689,4999.00,CARD,UTR-IND-00000689,2026-08-24T03:19:00+00:00,SUCCESS
PAY-000690,ORD-000690,1299.00,CARD,UTR-IND-00000690,2026-08-06T06:38:00+00:00,SUCCESS
PAY-000691,ORD-000691,3499.00,NETBANKING,UTR-IND-00000691,2026-08-13T09:49:00+00:00,SUCCESS
PAY-000692,ORD-000692,1499.50,WALLET,UTR-IND-00000692,2026-08-20T12:14:00+00:00,SUCCESS
PAY-000693,ORD-000693,49999.00,UPI,UTR-IND-00000693,2026-08-02T15:28:00+00:00,SUCCESS
PAY-000694,ORD-000694,9999.00,NETBANKING,UTR-IND-00000694,2026-08-09T18:46:00+00:00,SUCCESS
PAY-000695,ORD-000695,14999.00,CARD,UTR-IND-00000695,2026-08-16T22:01:00+00:00,SUCCESS
PAY-000696,ORD-000696,9999.00,CARD,UTR-IND-00000696,2026-08-23T00:22:00+00:00,SUCCESS
PAY-000697,ORD-000697,49999.00,CARD,UTR-IND-00000697,2026-08-05T03:34:00+00:00,SUCCESS
PAY-000698,ORD-000698,3499.00,CARD,UTR-IND-00000698,2026-08-12T06:55:00+00:00,SUCCESS
PAY-000699,ORD-000699,499.00,WALLET,UTR-IND-00000699,2026-08-19T09:11:00+00:00,SUCCESS
PAY-000700,ORD-000700,1299.00,WALLET,UTR-IND-00000700,2026-08-01T12:25:00+00:00,SUCCESS
PAY-000701,ORD-000701,2999.00,CARD,UTR-IND-00000701,2026-08-08T15:44:00+00:00,SUCCESS
PAY-000702,ORD-000702,799.00,WALLET,UTR-IND-00000702,2026-08-15T19:01:00+00:00,SUCCESS
PAY-000703,ORD-000703,799.00,CARD,UTR-IND-00000703,2026-08-22T21:13:00+00:00,SUCCESS
PAY-000704,ORD-000704,2999.00,WALLET,UTR-IND-00000704,2026-08-04T00:30:00+00:00,SUCCESS
PAY-000705,ORD-000705,799.00,CARD,UTR-IND-00000705,2026-08-11T03:55:00+00:00,SUCCESS
PAY-000706,ORD-000706,1999.00,WALLET,UTR-IND-00000706,2026-08-18T06:07:00+00:00,SUCCESS
PAY-000707,ORD-000707,4999.00,NETBANKING,UTR-IND-00000707,2026-08-25T09:21:00+00:00,SUCCESS
PAY-000708,ORD-000708,1999.00,CARD,UTR-IND-00000708,2026-08-07T12:39:00+00:00,SUCCESS
PAY-000709,ORD-000709,49999.00,CARD,UTR-IND-00000709,2026-08-14T15:58:00+00:00,SUCCESS
PAY-000710,ORD-000710,9999.00,CARD,UTR-IND-00000710,2026-08-21T18:20:00+00:00,SUCCESS
PAY-000711,ORD-000711,4999.00,NETBANKING,UTR-IND-00000711,2026-08-03T21:35:00+00:00,SUCCESS
